score,num_people,accumulate
258,143,355507
257,179,355686
256,163,355849
255,142,355991
254,152,356143
253,135,356278
252,169,356447
251,167,356614
250,153,356767
249,141,356908
248,133,357041
247,157,357198
246,119,357317
245,136,357453
244,117,357570
243,121,357691
242,118,357809
241,138,357947
240,145,358092
239,131,358223
238,122,358345
237,141,358486
236,105,358591
235,119,358710
234,136,358846
233,116,358962
232,88,359050
231,119,359169
230,106,359275
229,95,359370
228,112,359482
227,104,359586
226,82,359668
225,92,359760
224,85,359845
223,83,359928
222,97,360025
221,87,360112
220,92,360204
219,100,360304
218,71,360375
217,88,360463
216,68,360531
215,87,360618
214,70,360688
213,63,360751
212,76,360827
211,67,360894
210,61,360955
209,45,361000
208,62,361062
207,46,361108
206,50,361158
205,52,361210
204,52,361262
203,55,361317
202,56,361373
201,52,361425
200,52,361477
199,43,361520
198,56,361576
197,49,361625
196,57,361682
195,41,361723
194,57,361780
193,40,361820
192,47,361867
191,40,361907
190,34,361941
189,43,361984
188,28,362012
187,47,362059
186,31,362090
185,31,362121
184,35,362156
183,23,362179
182,24,362203
181,28,362231
180,28,362259
179,39,362298
178,30,362328
177,25,362353
176,29,362382
175,27,362409
174,27,362436
173,26,362462
172,30,362492
171,24,362516
170,31,362547
169,20,362567
168,16,362583
167,15,362598
166,17,362615
165,27,362642
164,17,362659
163,17,362676
162,18,362694
161,23,362717
160,19,362736
159,16,362752
158,21,362773
157,32,362805
156,19,362824
155,17,362841
154,11,362852
153,18,362870
152,20,362890
151,17,362907
150,15,362922
149,13,362935
148,9,362944
147,15,362959
146,11,362970
145,13,362983
144,10,362993
143,18,363011
142,6,363017
141,10,363027
140,13,363040
