score,num_people,accumulate
705,10,10
704,2,12
703,3,15
702,1,16
701,3,19
700,1,20
699,3,23
698,2,25
697,2,27
696,8,35
695,3,38
694,7,45
693,9,54
692,10,64
691,9,73
690,11,84
689,11,95
688,10,105
687,14,119
686,6,125
685,10,135
684,15,150
683,14,164
682,19,183
681,20,203
680,27,230
679,26,256
678,23,279
677,26,305
676,17,322
675,21,343
674,25,368
673,21,389
672,26,415
671,34,449
670,29,478
669,42,520
668,51,571
667,38,609
666,35,644
665,35,679
664,45,724
663,50,774
662,49,823
661,53,876
660,66,942
659,75,1017
658,68,1085
657,65,1150
656,61,1211
655,67,1278
654,62,1340
653,75,1415
652,97,1512
651,89,1601
650,90,1691
649,104,1795
648,101,1896
647,104,2000
646,97,2097
645,100,2197
644,95,2292
643,104,2396
642,102,2498
641,103,2601
640,121,2722
639,118,2840
638,119,2959
637,118,3077
636,109,3186
635,139,3325
634,115,3440
633,132,3572
632,126,3698
631,139,3837
630,147,3984
629,159,4143
628,162,4305
627,152,4457
626,169,4626
625,187,4813
624,188,5001
623,192,5193
622,154,5347
621,189,5536
620,192,5728
619,189,5917
618,185,6102
617,196,6298
616,210,6508
615,185,6693
614,246,6939
613,219,7158
612,256,7414
611,243,7657
610,229,7886
609,240,8126
608,248,8374
607,236,8610
606,259,8869
605,231,9100
604,241,9341
603,269,9610
602,260,9870
601,306,10176
600,276,10452
599,286,10738
598,246,10984
597,279,11263
596,309,11572
595,292,11864
594,308,12172
593,327,12499
592,291,12790
591,319,13109
590,316,13425
589,314,13739
588,336,14075
587,360,14435
586,351,14786
585,329,15115
584,350,15465
583,381,15846
582,365,16211
581,367,16578
580,352,16930
579,384,17314
578,370,17684
577,400,18084
576,396,18480
575,388,18868
574,360,19228
573,347,19575
572,417,19992
571,381,20373
570,407,20780
569,385,21165
568,407,21572
567,395,21967
566,427,22394
565,436,22830
564,441,23271
563,487,23758
562,444,24202
561,465,24667
560,462,25129
559,458,25587
558,467,26054
557,486,26540
556,451,26991
555,470,27461
554,449,27910
553,509,28419
552,474,28893
551,490,29383
550,464,29847
549,513,30360
548,540,30900
547,500,31400
546,509,31909
545,517,32426
544,543,32969
543,524,33493
542,529,34022
541,553,34575
540,535,35110
539,505,35615
538,581,36196
537,552,36748
536,558,37306
535,572,37878
534,579,38457
533,564,39021
532,557,39578
531,592,40170
530,553,40723
529,595,41318
528,560,41878
527,604,42482
526,609,43091
525,618,43709
524,642,44351
523,629,44980
522,665,45645
521,630,46275
520,653,46928
519,646,47574
518,664,48238
517,623,48861
516,646,49507
515,668,50175
514,636,50811
513,665,51476
512,686,52162
511,656,52818
510,673,53491
509,675,54166
508,732,54898
507,666,55564
506,707,56271
505,661,56932
504,702,57634
503,719,58353
502,656,59009
501,727,59736
500,689,60425
499,765,61190
498,736,61926
497,712,62638
496,723,63361
495,745,64106
494,714,64820
493,755,65575
492,808,66383
491,775,67158
490,722,67880
489,724,68604
488,722,69326
487,761,70087
486,735,70822
485,737,71559
484,786,72345
483,816,73161
482,802,73963
481,819,74782
480,750,75532
479,818,76350
478,778,77128
477,755,77883
476,816,78699
475,789,79488
474,777,80265
473,759,81024
472,811,81835
471,781,82616
470,817,83433
469,793,84226
468,771,84997
467,771,85768
466,765,86533
465,806,87339
464,773,88112
463,826,88938
462,774,89712
461,802,90514
460,804,91318
459,759,92077
458,781,92858
457,768,93626
456,791,94417
455,775,95192
454,764,95956
453,724,96680
452,739,97419
451,760,98179
450,720,98899
449,751,99650
448,740,100390
447,775,101165
446,675,101840
445,747,102587
444,769,103356
443,774,104130
442,744,104874
441,701,105575
440,678,106253
439,697,106950
438,723,107673
437,724,108397
436,754,109151
435,702,109853
434,703,110556
433,680,111236
432,654,111890
431,655,112545
430,658,113203
429,703,113906
428,701,114607
427,680,115287
426,669,115956
425,636,116592
424,654,117246
423,623,117869
422,644,118513
421,574,119087
420,648,119735
419,550,120285
418,429,120714
417,502,121216
416,442,121658
415,454,122112
414,445,122557
413,444,123001
412,483,123484
411,435,123919
410,472,124391
409,460,124851
408,441,125292
407,427,125719
406,443,126162
405,449,126611
404,446,127057
403,447,127504
402,456,127960
401,436,128396
400,455,128851
399,457,129308
398,488,129796
397,450,130246
396,454,130700
395,481,131181
394,448,131629
393,425,132054
392,462,132516
391,413,132929
390,444,133373
389,383,133756
388,407,134163
387,439,134602
386,424,135026
385,420,135446
384,421,135867
383,439,136306
382,448,136754
381,459,137213
380,454,137667
379,429,138096
378,473,138569
377,446,139015
376,443,139458
375,428,139886
374,424,140310
373,408,140718
372,400,141118
371,401,141519
370,403,141922
369,445,142367
368,379,142746
367,397,143143
366,387,143530
365,377,143907
364,396,144303
363,344,144647
362,358,145005
361,375,145380
360,388,145768
359,355,146123
358,354,146477
357,346,146823
356,333,147156
355,336,147492
354,338,147830
353,343,148173
352,322,148495
351,303,148798
350,303,149101
349,293,149394
348,283,149677
347,329,150006
346,326,150332
345,313,150645
344,326,150971
343,308,151279
342,297,151576
341,296,151872
340,273,152145
339,318,152463
338,283,152746
337,288,153034
336,257,153291
335,268,153559
334,272,153831
333,265,154096
332,261,154357
331,295,154652
330,294,154946
329,247,155193
328,269,155462
327,282,155744
326,266,156010
325,262,156272
324,275,156547
323,258,156805
322,238,157043
321,241,157284
320,267,157551
319,254,157805
318,222,158027
317,235,158262
316,228,158490
315,223,158713
314,245,158958
313,252,159210
312,262,159472
311,243,159715
310,220,159935
309,244,160179
308,220,160399
307,213,160612
306,229,160841
305,207,161048
304,221,161269
303,221,161490
302,183,161673
301,212,161885
