score,num_people,accumulate
300,186,162071
299,223,162294
298,193,162487
297,187,162674
296,186,162860
295,195,163055
294,217,163272
293,180,163452
292,163,163615
291,199,163814
290,187,164001
289,171,164172
288,151,164323
287,178,164501
286,149,164650
285,173,164823
284,163,164986
283,153,165139
282,141,165280
281,138,165418
280,160,165578
279,128,165706
278,136,165842
277,140,165982
276,145,166127
275,131,166258
274,129,166387
273,133,166520
272,139,166659
271,141,166800
270,127,166927
269,135,167062
268,134,167196
267,110,167306
266,144,167450
265,120,167570
264,124,167694
263,112,167806
262,123,167929
261,89,168018
260,100,168118
259,110,168228
258,108,168336
257,100,168436
256,93,168529
255,114,168643
254,103,168746
253,93,168839
252,108,168947
251,122,169069
250,83,169152
249,80,169232
248,93,169325
247,105,169430
246,86,169516
245,107,169623
244,90,169713
243,101,169814
242,67,169881
241,82,169963
240,82,170045
239,75,170120
238,71,170191
237,78,170269
236,82,170351
235,61,170412
234,81,170493
233,68,170561
232,69,170630
231,66,170696
230,79,170775
229,51,170826
228,57,170883
227,59,170942
226,68,171010
225,60,171070
224,52,171122
223,58,171180
222,63,171243
221,53,171296
220,56,171352
219,48,171400
218,44,171444
217,44,171488
216,58,171546
215,52,171598
214,59,171657
213,57,171714
212,44,171758
211,45,171803
210,34,171837
209,33,171870
208,47,171917
207,36,171953
206,52,172005
205,47,172052
204,52,172104
203,30,172134
202,37,172171
201,36,172207
200,36,172243
199,26,172269
198,31,172300
197,28,172328
196,31,172359
195,32,172391
194,28,172419
193,36,172455
192,22,172477
191,24,172501
190,29,172530
189,27,172557
188,24,172581
187,22,172603
186,28,172631
185,16,172647
184,20,172667
183,24,172691
182,18,172709
181,18,172727
180,21,172748
179,20,172768
178,22,172790
177,19,172809
176,14,172823
175,16,172839
174,11,172850
173,17,172867
172,10,172877
171,18,172895
170,10,172905
169,13,172918
168,14,172932
167,12,172944
166,15,172959
165,6,172965
164,8,172973
163,7,172980
162,10,172990
161,14,173004
160,15,173019
159,13,173032
158,11,173043
157,5,173048
156,12,173060
155,7,173067
154,14,173081
153,10,173091
152,9,173100
151,7,173107
150,10,173117
149,11,173128
148,9,173137
147,10,173147
146,10,173157
145,6,173163
144,6,173169
143,11,173180
142,11,173191
141,4,173195
140,4,173199
139,6,173205
138,5,173210
137,6,173216
136,6,173222
135,7,173229
134,4,173233
133,7,173240
132,3,173243
131,6,173249
130,5,173254
129,3,173257
128,3,173260
127,4,173264
126,2,173266
125,6,173272
124,4,173276
123,3,173279
122,2,173281
121,3,173284
120,6,173290
119,5,173295
118,4,173299
117,4,173303
116,0,173303
115,2,173305
114,8,173313
113,1,173314
112,0,173314
111,6,173320
110,1,173321
109,2,173323
108,1,173324
107,0,173324
106,6,173330
105,3,173333
104,1,173334
103,2,173336
102,3,173339
101,4,173343
100,4,173347
