score,num_people,accumulate
229,166,256853
228,168,257021
227,168,257189
226,190,257379
225,152,257531
224,153,257684
223,159,257843
222,153,257996
221,131,258127
220,129,258256
219,139,258395
218,143,258538
217,132,258670
216,129,258799
215,141,258940
214,127,259067
213,119,259186
212,118,259304
211,119,259423
210,103,259526
209,94,259620
208,111,259731
207,120,259851
206,103,259954
205,84,260038
204,89,260127
203,89,260216
202,72,260288
201,72,260360
200,80,260440
